pais,nombre,puntos,precio,provincia,region_1,region_2,variedad,vina,titulo_resena
Estados Unidos,Testa Vineyard,84,22.0,California,Mendocino,,Zinfandel,Horse & Plow,Horse & Plow 2009 Testa Vineyard Zinfandel (Mendocino)
Estados Unidos,Home Ranch Teldeschi Vineyards Century Old Vine,90,32.0,California,Dry Creek Valley,Sonoma,Zinfandel,Del Carlo Winery,Del Carlo Winery 2014 Home Ranch Teldeschi Vineyards Century Old Vine Zinfandel (Dry Creek Valley)
Francia,Les Belles Côtes,89,40.0,Loire Valley,Sancerre,,Sauvignon Blanc,Roger et Didier Raimbault,Roger et Didier Raimbault 2014 Les Belles Côtes  (Sancerre)
España,,86,7.0,España Central,La Mancha,,Tempranillo,Campos Reales,Campos Reales 2010 Tempranillo (La Mancha)
Australia,The Basket Case Old Vine,93,33.0,South Australia,Barossa Valley,,Shiraz,Thistledown,Thistledown 2013 The Basket Case Old Vine Shiraz (Barossa Valley)
España,Mountain Blanc,88,27.0,Andalucía,Málaga,,Moscatel de Alejandría,Telmo Rodríguez,Telmo Rodríguez 2013 Mountain Blanc Moscatel de Alejandría (Málaga)
Portugal,Casal Garcia Tinto,85,8.0,Douro,,,Portuguese Red,Aveleda,Aveleda 2014 Casal Garcia Tinto Red (Douro)
Estados Unidos,,91,25.0,Washington,Yakima Valley,Columbia Valley,Merlot,Olsen Estates,Olsen Estates 2008 Merlot (Yakima Valley)
Italia,Primo Rosso,86,18.0,Sicily & Sardinia,Carignano del Sulcis,,Carignano,Mesa,Mesa 2011 Primo Rosso  (Carignano del Sulcis)
Estados Unidos,Estate,85,20.0,Washington,Wahluke Slope,Columbia Valley,Chardonnay,Gilbert Cellars,Gilbert Cellars 2008 Estate Chardonnay (Wahluke Slope)
Estados Unidos,Hommage à nos Pairs Reserve,90,95.0,California,Paso Robles,Central Coast,Syrah-Grenache,Clos Solène,Clos Solène 2009 Hommage à nos Pairs Reserve Syrah-Grenache (Paso Robles)
Francia,Le Mas,89,13.0,Languedoc-Roussillon,Vin de Pays d'Oc,,Ensamblaje Tinto,Domaine de Nizas,Domaine de Nizas 2002 Le Mas Red (Vin de Pays d'Oc)
Italia,Cerequio,95,115.0,Piedmont,Barolo,,Nebbiolo,Michele Chiarlo,Michele Chiarlo 2013 Cerequio  (Barolo)
Estados Unidos,,86,22.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,AntoLin Cellars,AntoLin Cellars 2009 Cabernet Sauvignon (Columbia Valley (WA))
Francia,O Grand R,89,13.0,Southwest France,Fronton,,Ensamblaje Tinto,Domaine Roumagnac,Domaine Roumagnac 2012 O Grand R Red (Fronton)
Estados Unidos,Reserve,90,35.0,California,Santa Cruz Mountains,Central Coast,Merlot,Bargetto,Bargetto 2004 Reserve Merlot (Santa Cruz Mountains)
Italia,L'Aura,88,21.0,Tuscany,Chianti Classico,,Sangiovese,Querceto di Castellina,Querceto di Castellina 2013 L'Aura  (Chianti Classico)
Estados Unidos,La Colina Vineyard,89,65.0,Oregon,Dundee Hills,Willamette Valley,Pinot Noir,Rocky Point,Rocky Point 2013 La Colina Vineyard Pinot Noir (Dundee Hills)
Italia,Punggl,88,17.0,Northeastern Italy,Alto Adige,,Pinot Bianco,Peter Zemmer,Peter Zemmer 2014 Punggl Pinot Bianco (Alto Adige)
España,Privilegio,87,43.0,Northern Spain,Bierzo,,Mencía,Ribas del Cúa,Ribas del Cúa 2003 Privilegio Mencía (Bierzo)
Austria,Reserve,92,21.0,Carnuntum,,,Pinot Noir,Markowitsch,Markowitsch 2012 Reserve Pinot Noir (Carnuntum)
Italia,Ciabatta,88,25.0,Tuscany,Morellino di Scansano,,Ensamblaje Tinto,Erik Banti,Erik Banti 2010 Ciabatta  (Morellino di Scansano)
Estados Unidos,,88,45.0,California,Napa Valley,Napa,Merlot,Stag's Leap Wine Cellars,Stag's Leap Wine Cellars 2007 Merlot (Napa Valley)
Austria,Steintal,91,,Südoststeiermark,,,Roter Traminer,Neumeister,Neumeister 2011 Steintal Roter Traminer (Südoststeiermark)
Estados Unidos,,90,19.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Pike Road,Pike Road 2014 Pinot Noir (Willamette Valley)
Portugal,RP 20 Quinta do Bom Retiro 20 Years Old Tawny,93,70.0,Port,,,Port,Ramos-Pinto,Ramos-Pinto NV RP 20 Quinta do Bom Retiro 20 Years Old Tawny  (Port)
Francia,,92,17.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château du Breuil,Château du Breuil 2014  Haut-Médoc
Argentina,Reserva,84,10.0,Mendoza,Mendoza,,Malbec,Vila,Vila 2012 Reserva Malbec (Mendoza)
Francia,,84,12.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Chaubinet,Château Chaubinet 2011  Bordeaux
Estados Unidos,,89,24.0,Virginia,Virginia,,Cabernet Franc,Stinson,Stinson 2013 Cabernet Franc (Virginia)
Francia,Grand Veneur,89,47.0,Rhône Valley,Châteauneuf-du-Pape,,Ensamblaje Blanco Tipo Rhône,Alain Jaume et Fils,Alain Jaume et Fils 2013 Grand Veneur White (Châteauneuf-du-Pape)
Estados Unidos,,85,13.0,Washington,Rattlesnake Hills,Columbia Valley,Riesling,Hyatt,Hyatt 2012 Riesling (Rattlesnake Hills)
Italia,Aragone,87,18.0,Tuscany,Maremma Toscana,,Ensamblaje Tinto,La Mozza,La Mozza 2010 Aragone  (Maremma Toscana)
Estados Unidos,Estate,92,44.0,California,Santa Cruz Mountains,Central Coast,Pinot Noir,Black Ridge,Black Ridge 2012 Estate Pinot Noir (Santa Cruz Mountains)
Alemania,Trocken,90,40.0,Ahr,,,Früburgunder,Winzergenossenschaft Mayschoss-Altenahr,Winzergenossenschaft Mayschoss-Altenahr 2013 Trocken Früburgunder (Ahr)
Italia,,91,44.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Collelceto,Collelceto 2008  Brunello di Montalcino
Estados Unidos,Knockout,84,16.0,California,California,California Other,Ensamblaje Blanco,X,X 2012 Knockout White (California)
Alemania,Spätlese,88,13.0,Mosel,,,Riesling,Heinz Eifel,Heinz Eifel 2016 Spätlese Riesling (Mosel)
Estados Unidos,Estate,86,18.0,California,Sonoma Valley,Sonoma,Merlot,Wellington,Wellington 2004 Estate Merlot (Sonoma Valley)
Italia,La Court,90,50.0,Piedmont,Barbera d'Asti Superiore,,Barbera,Michele Chiarlo,Michele Chiarlo 2012 La Court  (Barbera d'Asti Superiore)
Estados Unidos,Mon Amor,91,45.0,California,Santa Ynez Valley,Central Coast,Bordeaux-style Red Blend,Coquelicot,Coquelicot 2013 Mon Amor Red (Santa Ynez Valley)
Argentina,Torrontés-Riesling,87,11.0,Otra,Calchaquí Valley,,Ensamblaje Blanco,Amalaya,Amalaya 2012 Torrontés-Riesling White (Calchaquí Valley)
Italia,Pajè,87,50.0,Piedmont,Barbaresco,,Nebbiolo,Boffa,Boffa 2013 Pajè  (Barbaresco)
Estados Unidos,Legacy,89,15.0,California,California,California Other,Ensamblaje Tinto,Josh Cellars,Josh Cellars 2012 Legacy Red (California)
Francia,,88,25.0,Bordeaux,Haut-Médoc,,Bordeaux-style Red Blend,Château Magnol,Château Magnol 2014  Haut-Médoc
Francia,Côte de Lechet Premier Cru,92,35.0,Burgundy,Chablis,,Chardonnay,Simonnet-Febvre,Simonnet-Febvre 2015 Côte de Lechet Premier Cru  (Chablis)
Austria,Cuvée K7,91,27.0,Burgenland,,,Ensamblaje Tinto,Höpler,Höpler 2011 Cuvée K7 Red (Burgenland)
Estados Unidos,Reserve,91,40.0,California,Monterey,Central Coast,Pinot Noir,Topel,Topel 2009 Reserve Pinot Noir (Monterey)
Estados Unidos,,89,45.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Penner-Ash,Penner-Ash 2014 Pinot Noir (Willamette Valley)
Nueva Zelanda,Run 245,86,30.0,Central Otago,,,Pinot Noir,Pisa Range,Pisa Range 2011 Run 245 Pinot Noir (Central Otago)
Alemania,Bechtheimer Trocken,90,25.0,Rheinhessen,,,Schwartzriesling,Weinreich,Weinreich 2012 Bechtheimer Trocken Schwartzriesling (Rheinhessen)
Estados Unidos,,86,10.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Prejean,Prejean 2006 Chardonnay (Finger Lakes)
Austria,Aristos,91,28.0,Burgenland,,,Ensamblaje Tinto,Wohlmuth,Wohlmuth 2012 Aristos Red (Burgenland)
Francia,,91,23.0,Burgundy,Pouilly-Fuissé,,Chardonnay,Château Vitallis,Château Vitallis 2014  Pouilly-Fuissé
Nueva Zelanda,,87,24.0,Marlborough,,,Pinot Noir,Black Cottage,Black Cottage 2014 Pinot Noir (Marlborough)
Estados Unidos,Hillside Select,94,230.0,California,Stags Leap District,Napa,Cabernet Sauvignon,Shafer,Shafer 2008 Hillside Select Cabernet Sauvignon (Stags Leap District)
Estados Unidos,Fusion,88,19.0,California,Lodi,Central Valley,Ensamblaje Tinto,Borra,Borra 2010 Fusion Red (Lodi)
Italia,Olmatello Sangiovese Riserva,88,,Central Italy,Romagna,,Sangiovese,Podere La Berta,Podere La Berta 2014 Olmatello Sangiovese Riserva Sangiovese (Romagna)
Estados Unidos,,90,23.0,Washington,Columbia Valley (WA),Columbia Valley,Chardonnay,DaMa,DaMa 2011 Chardonnay (Columbia Valley (WA))
Estados Unidos,Pauline's Vineyard Grenache,92,24.0,California,Dry Creek Valley,Sonoma,Rosé,Kokomo,Kokomo 2015 Pauline's Vineyard Grenache Rosé (Dry Creek Valley)
Portugal,Serras de Azeitão,84,10.0,Terras do Sado,,,Portuguese White,Bacalhôa Wines of Portugal,Bacalhôa Wines of Portugal 2008 Serras de Azeitão White (Terras do Sado)
Estados Unidos,Nielson Vineyard,88,36.0,California,Santa Maria Valley,Central Coast,Pinot Noir,Byron,Byron 2011 Nielson Vineyard Pinot Noir (Santa Maria Valley)
Estados Unidos,,90,45.0,California,Sonoma Coast,Sonoma,Pinot Noir,Freeman,Freeman 2012 Pinot Noir (Sonoma Coast)
Estados Unidos,,88,20.0,California,Sonoma County,Sonoma,Chardonnay,Smoke Tree,Smoke Tree 2015 Chardonnay (Sonoma County)
Estados Unidos,Quail Hill Vineyard,91,40.0,California,Russian River Valley,Sonoma,Chardonnay,Lynmar,Lynmar 2005 Quail Hill Vineyard Chardonnay (Russian River Valley)
Estados Unidos,Special Reserve,87,38.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Herzog,Herzog 2007 Special Reserve Cabernet Sauvignon (Alexander Valley)
Israel,Yogev,90,16.0,Samson,,,Cabernet Sauvignon-Merlot,Binyamina,Binyamina 2012 Yogev Cabernet Sauvignon-Merlot (Samson)
Chile,Reserva,84,12.0,Valle de Maule,,,Chardonnay-Viognier,Oveja Negra,Oveja Negra 2010 Reserva Chardonnay-Viognier (Maule Valley)
Estados Unidos,,86,15.0,California,Arroyo Seco,Central Coast,Chardonnay,Austerity,Austerity 2016 Chardonnay (Arroyo Seco)
España,Secret Reserva Brut Nature,88,19.0,Catalonia,Cava,,Sparkling Blend,Chapillon,Chapillon NV Secret Reserva Brut Nature Sparkling (Cava)
Estados Unidos,,91,35.0,Washington,Columbia Valley (WA),Columbia Valley,Cabernet Sauvignon,Dusted Valley,Dusted Valley 2010 Cabernet Sauvignon (Columbia Valley (WA))
Estados Unidos,Staten Family Reserve,92,35.0,California,Alexander Valley,Sonoma,Petite Sirah,Field Stone,Field Stone 2007 Staten Family Reserve Petite Sirah (Alexander Valley)
Estados Unidos,Jolie Bouche Boushey Vineyard,91,39.0,Washington,Yakima Valley,Columbia Valley,Syrah,Efeste,Efeste 2010 Jolie Bouche Boushey Vineyard Syrah (Yakima Valley)
Portugal,Morde,90,14.0,Alentejano,,,Tinta Cao,Terras de Alter,Terras de Alter 2012 Morde Tinta Cão (Alentejano)
Israel,EDOM,91,39.0,Judean Hills,,,Bordeaux-style Red Blend,Psagot,Psagot 2012 EDOM Red (Judean Hills)
Francia,,87,,Provence,Côtes de Provence,,Rosé,Aimé Roquesante,Aimé Roquesante 2015 Rosé (Côtes de Provence)
España,Valiñas,85,15.0,Galicia,Rías Baixas,,Albariño,Ramón Bilbao,Ramón Bilbao 2012 Valiñas Albariño (Rías Baixas)
Estados Unidos,Georges III Vineyard,90,95.0,California,Rutherford,Napa,Cabernet Sauvignon,Frisson Wines,Frisson Wines 2012 Georges III Vineyard Cabernet Sauvignon (Rutherford)
Italia,Dosaggio Zero,93,24.0,Veneto,Valdobbiadene Prosecco Superiore,,Glera,Mongarda,Mongarda 2013 Dosaggio Zero  (Valdobbiadene Prosecco Superiore)
Estados Unidos,Dutton Ranch Cherry Ridge Vineyard,94,50.0,California,Russian River Valley,Sonoma,Syrah,Dutton-Goldfield,Dutton-Goldfield 2012 Dutton Ranch Cherry Ridge Vineyard Syrah (Russian River Valley)
Estados Unidos,Reserve Speciale,91,40.0,California,Sonoma County,Sonoma,Chardonnay,Arrowood,Arrowood 2009 Reserve Speciale Chardonnay (Sonoma County)
Francia,Classic,85,12.0,Southwest France,Côtes de Gascogne,,Ensamblaje Blanco,Domaine du Tariquet,Domaine du Tariquet 2015 Classic White (Côtes de Gascogne)
Italia,Cannubi,92,87.0,Piedmont,Barolo,,Nebbiolo,Paolo Scavino,Paolo Scavino 2012 Cannubi  (Barolo)
Chile,The Blend,90,20.0,Valle de Colchagua,,,Ensamblaje Tinto,Primus,Primus 2013 The Blend Red (Colchagua Valley)
Estados Unidos,Alexis Skye,90,49.0,California,Sonoma Coast,Sonoma,Pinot Noir,Ellman Family,Ellman Family 2008 Alexis Skye Pinot Noir (Sonoma Coast)
Francia,,91,19.0,Provence,Bandol,,Rosé,Domaine Sorin,Domaine Sorin 2011 Rosé (Bandol)
Argentina,Alta Collection,85,19.0,Mendoza,Mendoza,,Chardonnay,Tapiz,Tapiz 2013 Alta Collection Chardonnay (Mendoza)
Estados Unidos,,86,22.0,California,Sonoma County,Sonoma,Cabernet Sauvignon,Wellington,Wellington 2008 Cabernet Sauvignon (Sonoma County)
Francia,,87,15.0,Beaujolais,Beaujolais Rosé,,Gamay,Domaine des Nugues,Domaine des Nugues 2014 Gamay (Beaujolais Rosé)
Portugal,Incógnito,91,60.0,Alentejano,,,Syrah,Cortes de Cima,Cortes de Cima 2011 Incógnito Syrah (Alentejano)
Francia,,84,,Provence,Vin de Pays Var,,Rosé,Le Saint-André,Le Saint-André 2007 Rosé (Vin de Pays Var)
Alemania,Herrenberg Eiswein,96,228.0,Mosel,,,Riesling,Maximin Grünhäuser,Maximin Grünhäuser 2009 Herrenberg Eiswein Riesling (Mosel)
Estados Unidos,,86,40.0,Washington,Columbia Valley (WA),Columbia Valley,Syrah,Patterson,Patterson 2012 Syrah (Columbia Valley (WA))
Francia,Brigue Prestige,88,18.0,Provence,Côtes de Provence,,Ensamblaje Tinto Tipo Rhône,Château de Brigue,Château de Brigue 2010 Brigue Prestige Red (Côtes de Provence)
Francia,Hors Classe,90,26.0,Burgundy,Saint-Véran,,Chardonnay,Domaine des Valanges,Domaine des Valanges 2014 Hors Classe  (Saint-Véran)
Estados Unidos,,88,27.0,California,Sonoma Coast,Sonoma,Pinot Noir,Roth,Roth 2009 Pinot Noir (Sonoma Coast)
Estados Unidos,Estate,94,125.0,California,Spring Mountain District,Napa,Cabernet Sauvignon,Vineyard 7&8,Vineyard 7&8 2007 Estate Cabernet Sauvignon (Spring Mountain District)
Portugal,Reserva,91,,Alentejano,,,Portuguese Red,Monte da Ravasqueira,Monte da Ravasqueira 2012 Reserva Red (Alentejano)
Australia,DB Family Selection,83,9.0,Australia Other,South Eastern Australia,,Shiraz,De Bortoli,De Bortoli 2008 DB Family Selection Shiraz (South Eastern Australia)
Francia,,87,9.0,Rhône Valley,Côtes-du-Ventoux,,Rosé,La Vieille Ferme,La Vieille Ferme 2007 Rosé (Côtes-du-Ventoux)
Estados Unidos,Jordan,86,50.0,Oregon,McMinnville,Willamette Valley,Pinot Noir,Youngberg Hill Vineyards,Youngberg Hill Vineyards 2013 Jordan Pinot Noir (McMinnville)
Chile,Gran Reserva Corte,87,20.0,Valle de Colchagua,,,Carmenère,Santa Luz,Santa Luz 2013 Gran Reserva Corte Carmenère (Colchagua Valley)
Australia,,87,20.0,Victoria,Heathcote,,Cabernet Sauvignon,Marlargo,Marlargo 2006 Cabernet Sauvignon (Heathcote)
Estados Unidos,,90,15.0,Oregon,Oregon,Oregon Other,Pinot Gris,A to Z,A to Z 2016 Pinot Gris (Oregon)
Italia,Sarmassa,94,130.0,Piedmont,Barolo,,Nebbiolo,Marchesi di Barolo,Marchesi di Barolo 2007 Sarmassa  (Barolo)
Chile,Red One,90,27.0,Valle de Maule,,,Bordeaux-style Red Blend,Chilcas,Chilcas 2009 Red One Red (Maule Valley)
Francia,Domaine Pignard,85,13.0,Beaujolais,Beaujolais,,Gamay,Jean-Claude Debeaune,Jean-Claude Debeaune 2012 Domaine Pignard  (Beaujolais)
Estados Unidos,Estate,93,46.0,California,Paso Robles,Central Coast,G-S-M,Alta Colina,Alta Colina 2012 Estate G-S-M (Paso Robles)
Estados Unidos,,85,38.0,Oregon,Willamette Valley,Willamette Valley,Pinot Noir,Open Book,Open Book 2006 Pinot Noir (Willamette Valley)
Estados Unidos,Marsh Estate Vineyards,93,60.0,Oregon,Willamette Valley,Willamette Valley,Chardonnay,Roco,Roco 2014 Marsh Estate Vineyards Chardonnay (Willamette Valley)
Italia,,86,25.0,Sicily & Sardinia,Erice,,Müller-Thurgau,Fazio,Fazio 2015 Müller-Thurgau (Erice)
Estados Unidos,Hirsch Vineyard,90,65.0,California,Sonoma Coast,Sonoma,Pinot Noir,FEL,FEL 2012 Hirsch Vineyard Pinot Noir (Sonoma Coast)
Italia,Extra Dry,86,24.0,Veneto,Prosecco di Valdobbiadene,,Prosecco,Bortolin,Bortolin NV Extra Dry  (Prosecco di Valdobbiadene)
Eslovenia,Izbrani,90,23.0,Kras,,,Teran,Štoka,Štoka 2011 Izbrani Teran (Kras)
Estados Unidos,Bell Mountain Vineyard,90,52.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Medlock Ames,Medlock Ames 2008 Bell Mountain Vineyard Cabernet Sauvignon (Alexander Valley)
Italia,,87,,Southern Italy,Cirò,,Greco Bianco,Librandi,Librandi 2009  Cirò
España,Gran Reserva 904,96,50.0,Northern Spain,Rioja,,Ensamblaje Tinto,La Rioja Alta,La Rioja Alta 2005 Gran Reserva 904  (Rioja)
Estados Unidos,,88,29.0,California,Sonoma County,Sonoma,Zinfandel,Pangloss Cellars,Pangloss Cellars 2012 Zinfandel (Sonoma County)
Italia,,93,60.0,Piedmont,Barbaresco,,Nebbiolo,Luigi Oddero & Figli,Luigi Oddero & Figli 2010  Barbaresco
Italia,Zebras,91,60.0,Tuscany,Brunello di Montalcino,,Sangiovese Grosso,Villa I Cipressi,Villa I Cipressi 2007 Zebras  (Brunello di Montalcino)
Estados Unidos,Blanc de Blancs,86,22.0,California,Carneros,Napa-Sonoma,Sparkling Blend,Gloria Ferrer,Gloria Ferrer NV Blanc de Blancs Sparkling (Carneros)
Argentina,,85,13.0,Mendoza,Mendoza,,Torrontés,Alamos,Alamos 2010 Torrontés (Mendoza)
Estados Unidos,Alegria Vineyard,90,28.0,California,Russian River Valley,Sonoma,Cabernet Franc,Bailiwick,Bailiwick 2013 Alegria Vineyard Cabernet Franc (Russian River Valley)
Estados Unidos,Morning Dew Ranch,89,45.0,California,Anderson Valley,,Pinot Noir,Whitcraft,Whitcraft 2009 Morning Dew Ranch Pinot Noir (Anderson Valley)
Estados Unidos,Hyde Vineyard Belle Cousine,88,66.0,California,Napa Valley,Napa,Bordeaux-style Red Blend,HdV,HdV 2010 Hyde Vineyard Belle Cousine Red (Napa Valley)
Estados Unidos,,88,30.0,California,Happy Canyon of Santa Barbara,Central Coast,Sauvignon Blanc,Westerly,Westerly 2014 Sauvignon Blanc (Happy Canyon of Santa Barbara)
Estados Unidos,Bacigalupi Vineyards,86,42.0,California,Russian River Valley,Sonoma,Pinot Noir,Conarium,Conarium 2013 Bacigalupi Vineyards Pinot Noir (Russian River Valley)
Francia,Mont de Milieu Premier Cru,93,40.0,Burgundy,Chablis,,Chardonnay,La Chablisienne,La Chablisienne 2014 Mont de Milieu Premier Cru  (Chablis)
Italia,Don Chisciotte,82,10.0,Southern Italy,Campania,,Fiano,Pierluigi Zampaglione,Pierluigi Zampaglione 2011 Don Chisciotte Fiano (Campania)
Italia,Acantòs,90,30.0,Tuscany,Toscana,,Sangiovese,Montebelli,Montebelli 2005 Acantòs Sangiovese (Toscana)
Estados Unidos,,88,10.0,California,California,California Other,Cabernet Sauvignon,Dark Horse,Dark Horse 2014 Cabernet Sauvignon (California)
Francia,,93,,Bordeaux,Saint-Julien,,Bordeaux-style Red Blend,Château Léoville Barton,Château Léoville Barton 2013  Saint-Julien
Francia,Vin Jaune,90,70.0,France Other,Arbois,,Savagnin,Frédéric Lornet,Frédéric Lornet 2005 Vin Jaune Savagnin (Arbois)
Estados Unidos,Alexander School Reserve,85,45.0,California,Alexander Valley,Sonoma,Cabernet Sauvignon,Alexander Valley Vineyards,Alexander Valley Vineyards 2010 Alexander School Reserve Cabernet Sauvignon (Alexander Valley)
Estados Unidos,Winemaker's Select Series,86,45.0,Washington,Yakima Valley,Columbia Valley,Cabernet Sauvignon,Kestrel,Kestrel 2012 Winemaker's Select Series Cabernet Sauvignon (Yakima Valley)
Austria,Ried Jungenberg Jois,90,60.0,Burgenland,,,Chardonnay,Schloss Halbturn,Schloss Halbturn 2004 Ried Jungenberg Jois Chardonnay (Burgenland)
Francia,,89,20.0,Beaujolais,Chénas,,Gamay,Château de Chénas,Château de Chénas 2015  Chénas
Estados Unidos,Boer Vineyard,92,28.0,California,Chalone,Central Coast,Mourvèdre,Flywheel,Flywheel 2013 Boer Vineyard Mourvèdre (Chalone)
Francia,Les Hauts de Palette Vieilles Vignes,87,15.0,Bordeaux,Bordeaux,,Bordeaux-style Red Blend,Château Saintongey,Château Saintongey 2011 Les Hauts de Palette Vieilles Vignes  (Bordeaux)
Francia,Grand Classique,83,,Bordeaux,Premieres Côtes de Bordeaux,,Bordeaux-style Red Blend,Château de l'Orangerie,Château de l'Orangerie 2007 Grand Classique  (Premieres Côtes de Bordeaux)
Italia,Fiorano Bianco,91,45.0,Italy Other,Vino da Tavola,,Ensamblaje Blanco,Tenuta di Fiorano,Tenuta di Fiorano 2012 Fiorano Bianco White (Vino da Tavola)
Estados Unidos,Wetzel Family Estate,84,18.0,California,Alexander Valley,Sonoma,Chardonnay,Alexander Valley Vineyards,Alexander Valley Vineyards 2008 Wetzel Family Estate Chardonnay (Alexander Valley)
Estados Unidos,Thérèse Vineyards Dos Niñas Vineyard,88,30.0,California,Santa Clara Valley,Central Coast,Sangiovese,Martin Ranch,Martin Ranch 2013 Thérèse Vineyards Dos Niñas Vineyard Sangiovese (Santa Clara Valley)
Estados Unidos,Lewis Vineyard,90,75.0,Washington,Columbia Valley (WA),Columbia Valley,Merlot,Dunham,Dunham 2007 Lewis Vineyard Merlot (Columbia Valley (WA))
España,PdM Moncayo,90,30.0,Northern Spain,Campo de Borja,,Garnacha,Pagos del Moncayo,Pagos del Moncayo 2011 PdM Moncayo Garnacha (Campo de Borja)
Italia,Brolio,87,29.0,Tuscany,Chianti Classico,,Ensamblaje Tinto,Barone Ricasoli,Barone Ricasoli 2011 Brolio  (Chianti Classico)
Estados Unidos,,84,26.0,Texas,Texas,,G-S-M,Pedernales,Pedernales 2014 G-S-M (Texas)
Estados Unidos,Uriah Red Wine,88,50.0,Washington,Walla Walla Valley (WA),Columbia Valley,Ensamblaje Tinto,Spring Valley Vineyard,Spring Valley Vineyard 2005 Uriah Red Wine Red (Walla Walla Valley (WA))
Francia,Homage to Heritage,83,10.0,Rhône Valley,Côtes du Rhône,,Rosé,H to H,H to H 2015 Homage to Heritage Rosé (Côtes du Rhône)
Estados Unidos,Reserve,88,20.0,Washington,Yakima Valley,Columbia Valley,Chardonnay,Airfield Estates,Airfield Estates 2008 Reserve Chardonnay (Yakima Valley)
